schema_version,trial,mode,run_kind,force,bypass,graph,bg_present,trial_state,T_cpu_trigger,T_int_submit_begin,T_int_submit_end,T_ipc_send,T_ipc_received,T_ipc_ack,T_rm_call_begin,T_rm_call_end,rm_syscall_result,rm_errno,rm_status,operation_seq,T_int_graph_entry_observed,T_int_main_entry_observed,T_int_graph_done_observed,T_bg_main_observed,T_int_graph_entry_gpu_ns,T_int_main_entry_gpu_ns,T_int_graph_done_gpu_ns,T_bg_main_gpu_ns,T_bg_done_gpu_ns,int_entry_node,int_main_node,launch_id,bg_done_before_interaction,bg_done_before_control_observed,control_target_running,application_valid,control_status,gpu_overlap,ordering_relative_to_rm,correctness_status,bg_correct,int_correct,diagnostic_progress_correct,observer_max_poll_gap_ns,heartbeat_overflow,T_bg_preempted_observed,T_bg_resumed_observed,failure,T_bg_done_observed,bg_done_at_owner_check,setup_status,measurement_contract,batch_id,pair_id,pair_order,condition,run_id,local_trial_id,planned_delay_us,actual_delay_ns,trigger_lateness_ns,T_owner_received,T_owner_prepare_begin,T_owner_prepare_end,T_owner_action_end,preparation_seq
2,0,group-bound-none,performance,0,0,0,1,complete,3812348950895499,3812348950895546,3812348950923669,3812348950924148,3812348950924331,3812348950969399,,,,,,2,3812348952814036,3812348952818672,3812348953070123,3812348946333437,1789633732835937280,1789633732835937280,1789633732836194304,1789633732829453312,1789633732896294912,0,0,0,0,0,unknown,1,SKIPPED_BY_DESIGN,lifetime_overlap,not_applicable,PASS,1,1,,13843,0,,,"",3812349013172259,0,BG_MAIN_OBSERVED_RESIDENCY_UNKNOWN,group-preparation-v1,phase6-20260917-a,3,CT,control,phase6-20260917-a-p03-C,0,4562,4562062,62,3812348950924331,3812348950924586,3812348950968986,3812348950969020,2
