schema_version,trial,mode,run_kind,force,bypass,graph,bg_present,trial_state,T_cpu_trigger,T_int_submit_begin,T_int_submit_end,T_ipc_send,T_ipc_received,T_ipc_ack,T_rm_call_begin,T_rm_call_end,rm_syscall_result,rm_errno,rm_status,operation_seq,T_int_graph_entry_observed,T_int_main_entry_observed,T_int_graph_done_observed,T_bg_main_observed,T_int_graph_entry_gpu_ns,T_int_main_entry_gpu_ns,T_int_graph_done_gpu_ns,T_bg_main_gpu_ns,T_bg_done_gpu_ns,int_entry_node,int_main_node,launch_id,bg_done_before_interaction,bg_done_before_control_observed,control_target_running,application_valid,control_status,gpu_overlap,ordering_relative_to_rm,correctness_status,bg_correct,int_correct,diagnostic_progress_correct,observer_max_poll_gap_ns,heartbeat_overflow,T_bg_preempted_observed,T_bg_resumed_observed,failure,T_bg_done_observed,bg_done_at_owner_check,setup_status
2,0,group-preempt-wait,performance,0,0,0,1,complete,3809097694767975,3809097694768006,3809097694810022,3809097694810300,3809097694810662,3809097695425168,3809097694867499,3809097695424479,0,0,0,2,3809097695253444,3809097695259019,3809097695563388,3809097692645835,1789630481637726208,1789630481637726208,1789630481638036480,1789630481635113984,1789630481715739648,0,0,0,0,0,unknown,1,CONTROL_ACCEPTED_EFFECT_UNVERIFIED,lifetime_overlap,ordering_ambiguous,PASS,1,1,,17823,0,,,"",3809097773268423,0,BG_MAIN_OBSERVED_RESIDENCY_UNKNOWN
