schema_version,trial,cta,start_gpu_ns,end_gpu_ns
2,0,44,1789630481635113984,1789630481685422080
2,0,45,1789630481635113984,1789630481685417984
2,0,46,1789630481635113984,1789630481685416960
2,0,47,1789630481635113984,1789630481685419008
2,0,48,1789630481635113984,1789630481685420032
2,0,49,1789630481635113984,1789630481685414912
2,0,50,1789630481635113984,1789630481685423104
2,0,51,1789630481635113984,1789630481685420032
2,0,52,1789630481635113984,1789630481685416960
2,0,53,1789630481635113984,1789630481685420032
2,0,54,1789630481635113984,1789630481685421056
2,0,55,1789630481635113984,1789630481685416960
2,0,56,1789630481635113984,1789630481685420032
2,0,57,1789630481635113984,1789630481685421056
2,0,58,1789630481635113984,1789630481685414912
2,0,59,1789630481635113984,1789630481685417984
2,0,60,1789630481635113984,1789630481685415936
2,0,61,1789630481635113984,1789630481685414912
2,0,62,1789630481635113984,1789630481685413888
2,0,63,1789630481635113984,1789630481685420032
2,0,64,1789630481635113984,1789630481685415936
2,0,65,1789630481635113984,1789630481685420032
2,0,66,1789630481635113984,1789630481685419008
2,0,67,1789630481635113984,1789630481685419008
2,0,68,1789630481635113984,1789630481685419008
2,0,69,1789630481635113984,1789630481685414912
2,0,70,1789630481635113984,1789630481685424128
2,0,71,1789630481635113984,1789630481685416960
2,0,72,1789630481635113984,1789630481685416960
2,0,73,1789630481635113984,1789630481685419008
2,0,74,1789630481635113984,1789630481685417984
2,0,75,1789630481635113984,1789630481685417984
2,0,76,1789630481635113984,1789630481685417984
2,0,77,1789630481635113984,1789630481685421056
2,0,78,1789630481635113984,1789630481685421056
2,0,79,1789630481635113984,1789630481685419008
2,0,80,1789630481635113984,1789630481685420032
2,0,81,1789630481635113984,1789630481685422080
2,0,82,1789630481635113984,1789630481685420032
2,0,83,1789630481635113984,1789630481685419008
2,0,84,1789630481635113984,1789630481685421056
2,0,85,1789630481635113984,1789630481685417984
2,0,86,1789630481635113984,1789630481685414912
2,0,87,1789630481635113984,1789630481685417984
2,0,88,1789630481635113984,1789630481685417984
2,0,89,1789630481635113984,1789630481685421056
2,0,90,1789630481635113984,1789630481685416960
2,0,91,1789630481635113984,1789630481685421056
2,0,92,1789630481635113984,1789630481685419008
2,0,93,1789630481635113984,1789630481685416960
2,0,94,1789630481635113984,1789630481685420032
2,0,95,1789630481635113984,1789630481685421056
2,0,96,1789630481635113984,1789630481685420032
2,0,97,1789630481635113984,1789630481685419008
2,0,98,1789630481635113984,1789630481685422080
2,0,99,1789630481635113984,1789630481685421056
2,0,100,1789630481635113984,1789630481685417984
2,0,101,1789630481635113984,1789630481685422080
2,0,102,1789630481635113984,1789630481685422080
2,0,103,1789630481635113984,1789630481685419008
2,0,104,1789630481635113984,1789630481685414912
2,0,105,1789630481635113984,1789630481685420032
2,0,106,1789630481635113984,1789630481685417984
2,0,107,1789630481635113984,1789630481685419008
2,0,108,1789630481635113984,1789630481693016064
2,0,109,1789630481635113984,1789630481699261440
2,0,110,1789630481635113984,1789630481699263488
2,0,111,1789630481635113984,1789630481699266560
2,0,112,1789630481635113984,1789630481699264512
2,0,113,1789630481635113984,1789630481699264512
2,0,114,1789630481635113984,1789630481699267584
2,0,115,1789630481635113984,1789630481699262464
2,0,116,1789630481635113984,1789630481699265536
2,0,117,1789630481635113984,1789630481699271680
2,0,118,1789630481635113984,1789630481699265536
2,0,119,1789630481635113984,1789630481699266560
2,0,120,1789630481635113984,1789630481699270656
2,0,121,1789630481635113984,1789630481699264512
2,0,122,1789630481635113984,1789630481699264512
2,0,123,1789630481635113984,1789630481699262464
2,0,124,1789630481635113984,1789630481699268608
2,0,125,1789630481635113984,1789630481699262464
2,0,126,1789630481635113984,1789630481699264512
2,0,127,1789630481635113984,1789630481699269632
2,0,128,1789630481635113984,1789630481699264512
2,0,129,1789630481635113984,1789630481699265536
2,0,130,1789630481635113984,1789630481699264512
2,0,131,1789630481635113984,1789630481699266560
2,0,132,1789630481635113984,1789630481699269632
2,0,133,1789630481635113984,1789630481699262464
2,0,134,1789630481635113984,1789630481699268608
2,0,135,1789630481635113984,1789630481699263488
2,0,136,1789630481635113984,1789630481699266560
2,0,137,1789630481635113984,1789630481699263488
2,0,138,1789630481635113984,1789630481699268608
2,0,139,1789630481635113984,1789630481699266560
2,0,140,1789630481635113984,1789630481699264512
2,0,141,1789630481635113984,1789630481699270656
2,0,142,1789630481635113984,1789630481699263488
2,0,143,1789630481635113984,1789630481699266560
2,0,144,1789630481635113984,1789630481699265536
2,0,145,1789630481635113984,1789630481699270656
2,0,146,1789630481635113984,1789630481699263488
2,0,147,1789630481635113984,1789630481699264512
2,0,148,1789630481635113984,1789630481699266560
2,0,149,1789630481635113984,1789630481699267584
2,0,150,1789630481635113984,1789630481699266560
2,0,151,1789630481635113984,1789630481699265536
2,0,152,1789630481635113984,1789630481699268608
2,0,153,1789630481635113984,1789630481699263488
2,0,154,1789630481635113984,1789630481699266560
2,0,155,1789630481635113984,1789630481699263488
2,0,156,1789630481635113984,1789630481699266560
2,0,157,1789630481635113984,1789630481699266560
2,0,158,1789630481635113984,1789630481699262464
2,0,159,1789630481635113984,1789630481699267584
2,0,160,1789630481635113984,1789630481699266560
2,0,161,1789630481635113984,1789630481699266560
2,0,162,1789630481635113984,1789630481699267584
2,0,163,1789630481635113984,1789630481699266560
2,0,164,1789630481635113984,1789630481699267584
2,0,165,1789630481635113984,1789630481699266560
2,0,166,1789630481635113984,1789630481699259392
2,0,167,1789630481635113984,1789630481699267584
2,0,168,1789630481635113984,1789630481699266560
2,0,169,1789630481635113984,1789630481699268608
2,0,170,1789630481635113984,1789630481699264512
2,0,171,1789630481635113984,1789630481699270656
2,0,172,1789630481635113984,1789630481699266560
2,0,173,1789630481635113984,1789630481699267584
2,0,174,1789630481635113984,1789630481699266560
2,0,175,1789630481635113984,1789630481699267584
2,0,176,1789630481635113984,1789630481699269632
2,0,177,1789630481635113984,1789630481699263488
2,0,178,1789630481635113984,1789630481699266560
2,0,179,1789630481635113984,1789630481699265536
2,0,180,1789630481635113984,1789630481699264512
2,0,181,1789630481635113984,1789630481699268608
2,0,182,1789630481635113984,1789630481699263488
2,0,183,1789630481635113984,1789630481699267584
2,0,184,1789630481635113984,1789630481699264512
2,0,185,1789630481635113984,1789630481699268608
2,0,186,1789630481635113984,1789630481699264512
2,0,187,1789630481635113984,1789630481699264512
2,0,188,1789630481635113984,1789630481699267584
2,0,189,1789630481635113984,1789630481699263488
2,0,190,1789630481635113984,1789630481699267584
2,0,191,1789630481635113984,1789630481699264512
2,0,192,1789630481635113984,1789630481699268608
2,0,193,1789630481635113984,1789630481699263488
2,0,194,1789630481635113984,1789630481699264512
2,0,195,1789630481635113984,1789630481699266560
2,0,196,1789630481635113984,1789630481699270656
2,0,197,1789630481635113984,1789630481699267584
2,0,198,1789630481635113984,1789630481699268608
2,0,199,1789630481635113984,1789630481699264512
2,0,200,1789630481635113984,1789630481699263488
2,0,201,1789630481635113984,1789630481699264512
2,0,202,1789630481635113984,1789630481699263488
2,0,203,1789630481635113984,1789630481699261440
2,0,204,1789630481635113984,1789630481699266560
2,0,205,1789630481635113984,1789630481699267584
2,0,206,1789630481635113984,1789630481699264512
2,0,207,1789630481635113984,1789630481699264512
2,0,208,1789630481635113984,1789630481699265536
2,0,209,1789630481635113984,1789630481699264512
2,0,210,1789630481635113984,1789630481699268608
2,0,211,1789630481635113984,1789630481699263488
2,0,212,1789630481635113984,1789630481699265536
2,0,213,1789630481635113984,1789630481699269632
2,0,214,1789630481635113984,1789630481699264512
2,0,215,1789630481635113984,1789630481699265536
