schema_version,trial,mode,run_kind,force,bypass,graph,bg_present,trial_state,T_cpu_trigger,T_int_submit_begin,T_int_submit_end,T_ipc_send,T_ipc_received,T_ipc_ack,T_rm_call_begin,T_rm_call_end,rm_syscall_result,rm_errno,rm_status,operation_seq,T_int_graph_entry_observed,T_int_main_entry_observed,T_int_graph_done_observed,T_bg_main_observed,T_int_graph_entry_gpu_ns,T_int_main_entry_gpu_ns,T_int_graph_done_gpu_ns,T_bg_main_gpu_ns,T_bg_done_gpu_ns,int_entry_node,int_main_node,launch_id,bg_done_before_interaction,bg_done_before_control_observed,control_target_running,application_valid,control_status,gpu_overlap,ordering_relative_to_rm,correctness_status,bg_correct,int_correct,diagnostic_progress_correct,observer_max_poll_gap_ns,heartbeat_overflow,T_bg_preempted_observed,T_bg_resumed_observed,failure,T_bg_done_observed,bg_done_at_owner_check,setup_status
2,0,none,performance,0,0,0,1,complete,3808916986929493,3808916986929524,3808916986949113,3808916986949310,3808916986949604,3808916986950360,,,,,,,3808916989194307,3808916989198960,3808916989451484,3808916984807391,1789630300934960128,1789630300934960128,1789630300935218176,1789630300930569216,1789630300997387264,0,0,0,0,0,unknown,1,NOT_ISSUED,lifetime_overlap,not_applicable,PASS,1,1,,18112,0,,,"",3808917051622483,0,BG_MAIN_OBSERVED_RESIDENCY_UNKNOWN
