schema_version,trial,sample,gpu_ns,cpu_observed_ns
2,0,0,1789630300930584576,3808916984817582
2,0,1,1789630300930595840,3808916984828470
2,0,2,1789630300930606080,3808916984839336
2,0,3,1789630300930617344,3808916984850160
2,0,4,1789630300930627584,3808916984860992
2,0,5,1789630300930638848,3808916984871824
2,0,6,1789630300930650112,3808916984882696
2,0,7,1789630300930660352,3808916984893540
2,0,8,1789630300930671616,3808916984904384
2,0,9,1789630300930681856,3808916984915178
2,0,10,1789630300930693120,3808916984926016
2,0,11,1789630300930703360,3808916984936852
2,0,12,1789630300930714624,3808916984947699
2,0,13,1789630300930725888,3808916984958542
2,0,14,1789630300930736128,3808916984969389
2,0,15,1789630300930747392,3808916984980420
2,0,16,1789630300930758656,3808916984991302
2,0,17,1789630300930768896,3808916985002100
2,0,18,1789630300930780160,3808916985012949
2,0,19,1789630300930790400,3808916985023800
2,0,20,1789630300930801664,3808916985034556
2,0,21,1789630300930812928,3808916985045345
2,0,22,1789630300930823168,3808916985056088
2,0,23,1789630300930834432,3808916985066821
2,0,24,1789630300930844672,3808916985077552
2,0,25,1789630300930854912,3808916985088356
2,0,26,1789630300930866176,3808916985099264
2,0,27,1789630300930877440,3808916985110021
2,0,28,1789630300930887680,3808916985120821
2,0,29,1789630300930898944,3808916985131517
2,0,30,1789630300930909184,3808916985142298
2,0,31,1789630300930920448,3808916985153056
2,0,32,1789630300930930688,3808916985163758
2,0,33,1789630300930941952,3808916985174507
2,0,34,1789630300930952192,3808916985185208
2,0,35,1789630300930963456,3808916985195984
2,0,36,1789630300930973696,3808916985206694
2,0,37,1789630300930984960,3808916985217457
2,0,38,1789630300930995200,3808916985228190
2,0,39,1789630300931006464,3808916985238974
2,0,40,1789630300931016704,3808916985249738
2,0,41,1789630300931027968,3808916985260516
2,0,42,1789630300931038208,3808916985271255
2,0,43,1789630300931049472,3808916985282049
2,0,44,1789630300931059712,3808916985292740
2,0,45,1789630300931070976,3808916985303514
2,0,46,1789630300931081216,3808916985314235
2,0,47,1789630300931092480,3808916985324994
2,0,48,1789630300931102720,3808916985335672
2,0,49,1789630300931113984,3808916985346433
2,0,50,1789630300931124224,3808916985357161
2,0,51,1789630300931135488,3808916985367892
2,0,52,1789630300931145728,3808916985378611
2,0,53,1789630300931155968,3808916985389350
2,0,54,1789630300931167232,3808916985400091
2,0,55,1789630300931177472,3808916985410808
2,0,56,1789630300931188736,3808916985421549
2,0,57,1789630300931198976,3808916985432310
2,0,58,1789630300931210240,3808916985443006
2,0,59,1789630300931220480,3808916985453755
2,0,60,1789630300931231744,3808916985464499
2,0,61,1789630300931241984,3808916985475277
2,0,62,1789630300931253248,3808916985486027
2,0,63,1789630300931263488,3808916985496747
2,0,64,1789630300931274752,3808916985507521
2,0,65,1789630300931284992,3808916985518197
2,0,66,1789630300931296256,3808916985528908
2,0,67,1789630300931306496,3808916985539602
2,0,68,1789630300931317760,3808916985550339
2,0,69,1789630300931328000,3808916985561047
2,0,70,1789630300931339264,3808916985571767
2,0,71,1789630300931349504,3808916985582527
2,0,72,1789630300931360768,3808916985593261
2,0,73,1789630300931371008,3808916985604022
2,0,74,1789630300931382272,3808916985614778
2,0,75,1789630300931392512,3808916985625503
2,0,76,1789630300931403776,3808916985636233
2,0,77,1789630300931414016,3808916985647021
2,0,78,1789630300931425280,3808916985657730
2,0,79,1789630300931435520,3808916985668494
2,0,80,1789630300931446784,3808916985679202
2,0,81,1789630300931457024,3808916985689959
2,0,82,1789630300931467264,3808916985700637
2,0,83,1789630300931478528,3808916985711409
2,0,84,1789630300931488768,3808916985722117
2,0,85,1789630300931500032,3808916985732864
2,0,86,1789630300931510272,3808916985743582
2,0,87,1789630300931521536,3808916985754317
2,0,88,1789630300931531776,3808916985765022
2,0,89,1789630300931543040,3808916985775781
2,0,90,1789630300931553280,3808916985786527
2,0,91,1789630300931564544,3808916985797282
2,0,92,1789630300931574784,3808916985807997
2,0,93,1789630300931586048,3808916985818719
2,0,94,1789630300931596288,3808916985829487
2,0,95,1789630300931607552,3808916985840319
2,0,96,1789630300931617792,3808916985851062
2,0,97,1789630300931629056,3808916985861806
2,0,98,1789630300931639296,3808916985872507
2,0,99,1789630300931650560,3808916985883202
2,0,100,1789630300931660800,3808916985893956
2,0,101,1789630300931672064,3808916985904682
2,0,102,1789630300931682304,3808916985915410
2,0,103,1789630300931693568,3808916985926154
2,0,104,1789630300931703808,3808916985936888
2,0,105,1789630300931715072,3808916985947604
2,0,106,1789630300931725312,3808916985958351
2,0,107,1789630300931736576,3808916985969070
2,0,108,1789630300931746816,3808916985979834
2,0,109,1789630300931758080,3808916985990573
2,0,110,1789630300931768320,3808916986001336
2,0,111,1789630300931779584,3808916986012237
2,0,112,1789630300931789824,3808916986022996
2,0,113,1789630300931801088,3808916986033787
2,0,114,1789630300931811328,3808916986044536
2,0,115,1789630300931822592,3808916986055267
2,0,116,1789630300931832832,3808916986066016
2,0,117,1789630300931844096,3808916986076760
2,0,118,1789630300931854336,3808916986087517
2,0,119,1789630300931865600,3808916986098220
2,0,120,1789630300931875840,3808916986108938
2,0,121,1789630300931887104,3808916986119653
2,0,122,1789630300931897344,3808916986130419
2,0,123,1789630300931908608,3808916986141142
2,0,124,1789630300931918848,3808916986151926
2,0,125,1789630300931930112,3808916986162645
