schema_version,trial,cta,start_gpu_ns,end_gpu_ns
2,0,175,1789630300930569216,1789630300983127040
2,0,176,1789630300930569216,1789630300983127040
2,0,177,1789630300930569216,1789630300983131136
2,0,178,1789630300930569216,1789630300983128064
2,0,179,1789630300930569216,1789630300983126016
2,0,180,1789630300930569216,1789630300983130112
2,0,181,1789630300930569216,1789630300983130112
2,0,182,1789630300930569216,1789630300983128064
2,0,183,1789630300930569216,1789630300983127040
2,0,184,1789630300930569216,1789630300983128064
2,0,185,1789630300930569216,1789630300983127040
2,0,186,1789630300930569216,1789630300983132160
2,0,187,1789630300930569216,1789630300983127040
2,0,188,1789630300930569216,1789630300983130112
2,0,189,1789630300930569216,1789630300983126016
2,0,190,1789630300930569216,1789630300983123968
2,0,191,1789630300930569216,1789630300983126016
2,0,192,1789630300930569216,1789630300983128064
2,0,193,1789630300930569216,1789630300983127040
2,0,194,1789630300930569216,1789630300983127040
2,0,195,1789630300930569216,1789630300983129088
2,0,196,1789630300930569216,1789630300983129088
2,0,197,1789630300930569216,1789630300983127040
2,0,198,1789630300930569216,1789630300983127040
2,0,199,1789630300930569216,1789630300983127040
2,0,200,1789630300930569216,1789630300983128064
2,0,201,1789630300930569216,1789630300983128064
2,0,202,1789630300930569216,1789630300983129088
2,0,203,1789630300930569216,1789630300983126016
2,0,204,1789630300930569216,1789630300983128064
2,0,205,1789630300930569216,1789630300983127040
2,0,206,1789630300930569216,1789630300983127040
2,0,207,1789630300930569216,1789630300983128064
2,0,208,1789630300930569216,1789630300983124992
2,0,209,1789630300930569216,1789630300983129088
2,0,210,1789630300930569216,1789630300983129088
2,0,211,1789630300930569216,1789630300983126016
2,0,212,1789630300930569216,1789630300983126016
2,0,213,1789630300930569216,1789630300983128064
2,0,214,1789630300930569216,1789630300983128064
2,0,215,1789630300930569216,1789630300983127040
