schema_version,trial,cta,start_gpu_ns,end_gpu_ns
2,0,0,1789630300930569216,1789630300997381120
2,0,1,1789630300930569216,1789630300971784192
2,0,2,1789630300930569216,1789630300971784192
2,0,3,1789630300930569216,1789630300971783168
2,0,4,1789630300930569216,1789630300971785216
2,0,5,1789630300930569216,1789630300971786240
2,0,6,1789630300930569216,1789630300971785216
2,0,7,1789630300930569216,1789630300971783168
2,0,8,1789630300930569216,1789630300971782144
2,0,9,1789630300930569216,1789630300971782144
2,0,10,1789630300930569216,1789630300971787264
2,0,11,1789630300930569216,1789630300971782144
2,0,12,1789630300930569216,1789630300971784192
2,0,13,1789630300930569216,1789630300971784192
2,0,14,1789630300930569216,1789630300971782144
2,0,15,1789630300930569216,1789630300971783168
2,0,16,1789630300930569216,1789630300971785216
2,0,17,1789630300930569216,1789630300971784192
2,0,18,1789630300930569216,1789630300971785216
2,0,19,1789630300930569216,1789630300971785216
2,0,20,1789630300930569216,1789630300971784192
2,0,21,1789630300930569216,1789630300971784192
2,0,22,1789630300930569216,1789630300971784192
2,0,23,1789630300930569216,1789630300971783168
2,0,24,1789630300930569216,1789630300971781120
2,0,25,1789630300930569216,1789630300971783168
2,0,26,1789630300930569216,1789630300971781120
2,0,27,1789630300930569216,1789630300971783168
2,0,28,1789630300930569216,1789630300971784192
2,0,29,1789630300930569216,1789630300971784192
2,0,30,1789630300930569216,1789630300971783168
2,0,31,1789630300930569216,1789630300971782144
2,0,32,1789630300930569216,1789630300971785216
2,0,33,1789630300930569216,1789630300971786240
2,0,34,1789630300930569216,1789630300971784192
2,0,35,1789630300930569216,1789630300971784192
2,0,36,1789630300930569216,1789630300971784192
2,0,37,1789630300930569216,1789630300971782144
2,0,38,1789630300930569216,1789630300971785216
2,0,39,1789630300930569216,1789630300971780096
2,0,40,1789630300930569216,1789630300971781120
2,0,41,1789630300930569216,1789630300971785216
2,0,42,1789630300930569216,1789630300971783168
2,0,43,1789630300930569216,1789630300971783168
2,0,44,1789630300930569216,1789630300971785216
2,0,45,1789630300930569216,1789630300971783168
2,0,46,1789630300930569216,1789630300971783168
2,0,47,1789630300930569216,1789630300971783168
2,0,48,1789630300930569216,1789630300971787264
2,0,49,1789630300930569216,1789630300971784192
2,0,50,1789630300930569216,1789630300971783168
2,0,51,1789630300930569216,1789630300971785216
2,0,52,1789630300930569216,1789630300971785216
2,0,53,1789630300930569216,1789630300971781120
2,0,54,1789630300930569216,1789630300971785216
2,0,55,1789630300930569216,1789630300971784192
2,0,56,1789630300930569216,1789630300971784192
2,0,57,1789630300930569216,1789630300971783168
2,0,58,1789630300930569216,1789630300971783168
2,0,59,1789630300930569216,1789630300971783168
2,0,60,1789630300930569216,1789630300971785216
2,0,61,1789630300930569216,1789630300971784192
2,0,62,1789630300930569216,1789630300971782144
2,0,63,1789630300930569216,1789630300971784192
2,0,64,1789630300930569216,1789630300971782144
2,0,65,1789630300930569216,1789630300971783168
2,0,66,1789630300930569216,1789630300971783168
2,0,67,1789630300930569216,1789630300971785216
2,0,68,1789630300930569216,1789630300971783168
2,0,69,1789630300930569216,1789630300971784192
2,0,70,1789630300930569216,1789630300971785216
2,0,71,1789630300930569216,1789630300971783168
2,0,72,1789630300930569216,1789630300971780096
2,0,73,1789630300930569216,1789630300971785216
2,0,74,1789630300930569216,1789630300971781120
2,0,75,1789630300930569216,1789630300971785216
2,0,76,1789630300930569216,1789630300971785216
2,0,77,1789630300930569216,1789630300971784192
2,0,78,1789630300930569216,1789630300971785216
2,0,79,1789630300930569216,1789630300971784192
2,0,80,1789630300930569216,1789630300971785216
2,0,81,1789630300930569216,1789630300971782144
2,0,82,1789630300930569216,1789630300971782144
2,0,83,1789630300930569216,1789630300971785216
2,0,84,1789630300930569216,1789630300971783168
2,0,85,1789630300930569216,1789630300971788288
2,0,86,1789630300930569216,1789630300971784192
2,0,87,1789630300930569216,1789630300971784192
2,0,88,1789630300930569216,1789630300971784192
2,0,89,1789630300930569216,1789630300971783168
2,0,90,1789630300930569216,1789630300971785216
2,0,91,1789630300930569216,1789630300971788288
2,0,92,1789630300930569216,1789630300971783168
2,0,93,1789630300930569216,1789630300971783168
2,0,94,1789630300930569216,1789630300971785216
2,0,95,1789630300930569216,1789630300971785216
2,0,96,1789630300930569216,1789630300971785216
2,0,97,1789630300930569216,1789630300971786240
2,0,98,1789630300930569216,1789630300971781120
2,0,99,1789630300930569216,1789630300971784192
2,0,100,1789630300930569216,1789630300971785216
2,0,101,1789630300930569216,1789630300971785216
2,0,102,1789630300930569216,1789630300971784192
2,0,103,1789630300930569216,1789630300971785216
2,0,104,1789630300930569216,1789630300971783168
2,0,105,1789630300930569216,1789630300971784192
2,0,106,1789630300930569216,1789630300971785216
2,0,107,1789630300930569216,1789630300971783168
2,0,108,1789630300930569216,1789630300977771520
2,0,109,1789630300930569216,1789630300983130112
2,0,110,1789630300930569216,1789630300983129088
2,0,111,1789630300930569216,1789630300983129088
2,0,112,1789630300930569216,1789630300983127040
2,0,113,1789630300930569216,1789630300983129088
2,0,114,1789630300930569216,1789630300983126016
2,0,115,1789630300930569216,1789630300983123968
2,0,116,1789630300930569216,1789630300983126016
2,0,117,1789630300930569216,1789630300983130112
2,0,118,1789630300930569216,1789630300983126016
2,0,119,1789630300930569216,1789630300983128064
2,0,120,1789630300930569216,1789630300983126016
2,0,121,1789630300930569216,1789630300983131136
2,0,122,1789630300930569216,1789630300983129088
2,0,123,1789630300930569216,1789630300983123968
2,0,124,1789630300930569216,1789630300983129088
2,0,125,1789630300930569216,1789630300983129088
2,0,126,1789630300930569216,1789630300983127040
2,0,127,1789630300930569216,1789630300983130112
2,0,128,1789630300930569216,1789630300983128064
2,0,129,1789630300930569216,1789630300983124992
2,0,130,1789630300930569216,1789630300983127040
2,0,131,1789630300930569216,1789630300983129088
2,0,132,1789630300930569216,1789630300983130112
2,0,133,1789630300930569216,1789630300983129088
2,0,134,1789630300930569216,1789630300983128064
2,0,135,1789630300930569216,1789630300983127040
2,0,136,1789630300930569216,1789630300983127040
2,0,137,1789630300930569216,1789630300983126016
2,0,138,1789630300930569216,1789630300983126016
2,0,139,1789630300930569216,1789630300983127040
2,0,140,1789630300930569216,1789630300983126016
2,0,141,1789630300930569216,1789630300983127040
2,0,142,1789630300930569216,1789630300983126016
2,0,143,1789630300930569216,1789630300983131136
2,0,144,1789630300930569216,1789630300983131136
2,0,145,1789630300930569216,1789630300983131136
2,0,146,1789630300930569216,1789630300983128064
2,0,147,1789630300930569216,1789630300983128064
2,0,148,1789630300930569216,1789630300983129088
2,0,149,1789630300930569216,1789630300983129088
2,0,150,1789630300930569216,1789630300983129088
2,0,151,1789630300930569216,1789630300983126016
2,0,152,1789630300930569216,1789630300983126016
2,0,153,1789630300930569216,1789630300983129088
2,0,154,1789630300930569216,1789630300983127040
2,0,155,1789630300930569216,1789630300983128064
2,0,156,1789630300930569216,1789630300983124992
2,0,157,1789630300930569216,1789630300983123968
2,0,158,1789630300930569216,1789630300983126016
2,0,159,1789630300930569216,1789630300983127040
2,0,160,1789630300930569216,1789630300983124992
2,0,161,1789630300930569216,1789630300983128064
2,0,162,1789630300930569216,1789630300983126016
2,0,163,1789630300930569216,1789630300983128064
2,0,164,1789630300930569216,1789630300983127040
2,0,165,1789630300930569216,1789630300983128064
2,0,166,1789630300930569216,1789630300983124992
2,0,167,1789630300930569216,1789630300983127040
2,0,168,1789630300930569216,1789630300983129088
2,0,169,1789630300930569216,1789630300983129088
2,0,170,1789630300930569216,1789630300983128064
2,0,171,1789630300930569216,1789630300983129088
2,0,172,1789630300930569216,1789630300983129088
2,0,173,1789630300930569216,1789630300983124992
2,0,174,1789630300930569216,1789630300983129088
