schema_version,trial,sample,gpu_ns,cpu_observed_ns
2,0,0,1789633750395378688,3812366512579931
2,0,1,1789633750395389952,3812366512590894
2,0,2,1789633750395401216,3812366512601794
2,0,3,1789633750395411456,3812366512612727
2,0,4,1789633750395422720,3812366512623642
2,0,5,1789633750395433984,3812366512634677
2,0,6,1789633750395444224,3812366512645562
2,0,7,1789633750395455488,3812366512656462
2,0,8,1789633750395466752,3812366512667350
2,0,9,1789633750395476992,3812366512678390
2,0,10,1789633750395488256,3812366512689279
2,0,11,1789633750395499520,3812366512700207
2,0,12,1789633750395509760,3812366512711111
2,0,13,1789633750395521024,3812366512722142
2,0,14,1789633750395532288,3812366512733047
2,0,15,1789633750395543552,3812366512744074
2,0,16,1789633750395553792,3812366512754965
2,0,17,1789633750395565056,3812366512765997
2,0,18,1789633750395576320,3812366512776907
2,0,19,1789633750395586560,3812366512787947
2,0,20,1789633750395597824,3812366512798837
2,0,21,1789633750395609088,3812366512809751
2,0,22,1789633750395619328,3812366512820685
2,0,23,1789633750395630592,3812366512831645
2,0,24,1789633750395641856,3812366512842547
2,0,25,1789633750395653120,3812366512853511
2,0,26,1789633750395663360,3812366512864410
2,0,27,1789633750395674624,3812366512875357
2,0,28,1789633750395685888,3812366512886279
2,0,29,1789633750395696128,3812366512897311
2,0,30,1789633750395707392,3812366512908222
2,0,31,1789633750395718656,3812366512919117
2,0,32,1789633750395728896,3812366512930139
2,0,33,1789633750395740160,3812366512941039
2,0,34,1789633750395751424,3812366512951965
2,0,35,1789633750395761664,3812366512962985
2,0,36,1789633750395772928,3812366512973887
2,0,37,1789633750395784192,3812366512984911
2,0,38,1789633750395794432,3812366512995819
2,0,39,1789633750395805696,3812366513006842
2,0,40,1789633750395816960,3812366513017717
2,0,41,1789633750395828224,3812366513028745
2,0,42,1789633750395838464,3812366513039631
2,0,43,1789633750395849728,3812366513050619
2,0,44,1789633750395860992,3812366513061507
2,0,45,1789633750395871232,3812366513072447
2,0,46,1789633750395882496,3812366513083477
2,0,47,1789633750395893760,3812366513094379
2,0,48,1789633750395904000,3812366513105334
2,0,49,1789633750395915264,3812366513116370
2,0,50,1789633750395926528,3812366513127270
2,0,51,1789633750395936768,3812366513138167
2,0,52,1789633750395948032,3812366513149099
2,0,53,1789633750395959296,3812366513160045
2,0,54,1789633750395970560,3812366513171087
2,0,55,1789633750395980800,3812366513182034
2,0,56,1789633750395992064,3812366513193071
2,0,57,1789633750396003328,3812366513203959
2,0,58,1789633750396013568,3812366513214854
2,0,59,1789633750396024832,3812366513225770
2,0,60,1789633750396036096,3812366513236691
2,0,61,1789633750396046336,3812366513247602
2,0,62,1789633750396057600,3812366513258557
2,0,63,1789633750396068864,3812366513269459
2,0,64,1789633750396079104,3812366513280382
2,0,65,1789633750396090368,3812366513291316
2,0,66,1789633750396101632,3812366513302219
2,0,67,1789633750396111872,3812366513313139
2,0,68,1789633750396123136,3812366513324062
2,0,69,1789633750396134400,3812366513335005
2,0,70,1789633750396144640,3812366513345905
2,0,71,1789633750396155904,3812366513356851
2,0,72,1789633750396167168,3812366513367751
2,0,73,1789633750396177408,3812366513378651
2,0,74,1789633750396188672,3812366513389599
2,0,75,1789633750396199936,3812366513400619
2,0,76,1789633750396210176,3812366513411514
2,0,77,1789633750396221440,3812366513422465
2,0,78,1789633750396232704,3812366513433405
2,0,79,1789633750396242944,3812366513444334
2,0,80,1789633750396254208,3812366513455267
2,0,81,1789633750396265472,3812366513466179
2,0,82,1789633750396276736,3812366513477227
2,0,83,1789633750396286976,3812366513488127
2,0,84,1789633750396298240,3812366513499171
