schema_version,trial,mode,run_kind,force,bypass,graph,bg_present,trial_state,T_cpu_trigger,T_int_submit_begin,T_int_submit_end,T_ipc_send,T_ipc_received,T_ipc_ack,T_rm_call_begin,T_rm_call_end,rm_syscall_result,rm_errno,rm_status,operation_seq,T_int_graph_entry_observed,T_int_main_entry_observed,T_int_graph_done_observed,T_bg_main_observed,T_int_graph_entry_gpu_ns,T_int_main_entry_gpu_ns,T_int_graph_done_gpu_ns,T_bg_main_gpu_ns,T_bg_done_gpu_ns,int_entry_node,int_main_node,launch_id,bg_done_before_interaction,bg_done_before_control_observed,control_target_running,application_valid,control_status,gpu_overlap,ordering_relative_to_rm,correctness_status,bg_correct,int_correct,diagnostic_progress_correct,observer_max_poll_gap_ns,heartbeat_overflow,T_bg_preempted_observed,T_bg_resumed_observed,failure,T_bg_done_observed,bg_done_at_owner_check,setup_status,measurement_contract,batch_id,pair_id,pair_order,condition,run_id,local_trial_id,planned_delay_us,actual_delay_ns,trigger_lateness_ns,T_owner_received,T_owner_prepare_begin,T_owner_prepare_end,T_owner_action_end,preparation_seq
2,0,group-preempt-wait,performance,0,0,0,1,complete,3812346936264343,3812346936264373,3812346936302982,3812346936303973,3812346936304288,3812346936639768,3812346936341709,3812346936639038,0,0,0,3,3812346936545203,3812346936549827,3812346936800336,3812346932162282,1789633730819705856,1789633730819705856,1789633730819960832,1789633730815318016,1789633730882741248,0,0,0,0,0,unknown,1,CONTROL_ACCEPTED_EFFECT_UNVERIFIED,lifetime_overlap,ordering_ambiguous,PASS,1,1,,39851,0,,,"",3812346999581822,0,BG_MAIN_OBSERVED_RESIDENCY_UNKNOWN,group-preparation-v1,phase6-20260917-a,2,CT,treatment,phase6-20260917-a-p02-T,0,4102,4102061,61,3812346936304288,3812346936304687,3812346936340221,3812346936639075,2
