schema_version,trial,sample,gpu_ns,cpu_observed_ns
2,0,0,1789633741883914240,3812358000957355
2,0,1,1789633741883926528,3812358000968446
2,0,2,1789633741883936768,3812358000979477
2,0,3,1789633741883948032,3812358000990503
2,0,4,1789633741883959296,3812358001001486
2,0,5,1789633741883970560,3812358001012579
2,0,6,1789633741883980800,3812358001023595
2,0,7,1789633741883992064,3812358001034741
2,0,8,1789633741884003328,3812358001045763
2,0,9,1789633741884014592,3812358001056779
2,0,10,1789633741884025856,3812358001067786
2,0,11,1789633741884036096,3812358001078811
2,0,12,1789633741884047360,3812358001089841
2,0,13,1789633741884058624,3812358001100848
2,0,14,1789633741884069888,3812358001111875
2,0,15,1789633741884080128,3812358001122893
2,0,16,1789633741884091392,3812358001133875
2,0,17,1789633741884102656,3812358001144913
2,0,18,1789633741884113920,3812358001155928
2,0,19,1789633741884124160,3812358001166923
2,0,20,1789633741884135424,3812358001177979
2,0,21,1789633741884146688,3812358001188989
2,0,22,1789633741884157952,3812358001200055
2,0,23,1789633741884169216,3812358001211113
2,0,24,1789633741884179456,3812358001222172
2,0,25,1789633741884190720,3812358001233206
2,0,26,1789633741884201984,3812358001244263
2,0,27,1789633741884213248,3812358001255295
2,0,28,1789633741884223488,3812358001266358
2,0,29,1789633741884234752,3812358001277423
2,0,30,1789633741884246016,3812358001288438
2,0,31,1789633741884257280,3812358001299505
2,0,32,1789633741884268544,3812358001310588
2,0,33,1789633741884278784,3812358001321588
2,0,34,1789633741884290048,3812358001332641
2,0,35,1789633741884301312,3812358001343771
2,0,36,1789633741884312576,3812358001354825
2,0,37,1789633741884323840,3812358001365823
2,0,38,1789633741884334080,3812358001376918
2,0,39,1789633741884345344,3812358001387945
2,0,40,1789633741884356608,3812358001398981
2,0,41,1789633741884367872,3812358001410055
2,0,42,1789633741884379136,3812358001421118
2,0,43,1789633741884389376,3812358001432128
2,0,44,1789633741884400640,3812358001443238
2,0,45,1789633741884411904,3812358001454263
2,0,46,1789633741884423168,3812358001465255
2,0,47,1789633741884433408,3812358001476246
2,0,48,1789633741884444672,3812358001487263
2,0,49,1789633741884455936,3812358001498301
2,0,50,1789633741884467200,3812358001509314
2,0,51,1789633741884477440,3812358001520323
2,0,52,1789633741884488704,3812358001531378
2,0,53,1789633741884499968,3812358001542493
2,0,54,1789633741884511232,3812358001553512
2,0,55,1789633741884522496,3812358001564558
2,0,56,1789633741884532736,3812358001575601
2,0,57,1789633741884544000,3812358001586638
2,0,58,1789633741884555264,3812358001623622
2,0,59,1789633741884566528,3812358001623622
2,0,60,1789633741884577792,3812358001623622
2,0,61,1789633741884588032,3812358001630813
2,0,62,1789633741884599296,3812358001641823
2,0,63,1789633741884610560,3812358001652839
2,0,64,1789633741884621824,3812358001663961
2,0,65,1789633741884633088,3812358001675013
2,0,66,1789633741884643328,3812358001686073
2,0,67,1789633741884654592,3812358001697139
2,0,68,1789633741884665856,3812358001708122
2,0,69,1789633741884677120,3812358001719113
2,0,70,1789633741884687360,3812358001730135
2,0,71,1789633741884698624,3812358001741155
2,0,72,1789633741884709888,3812358001752115
2,0,73,1789633741884721152,3812358001763173
2,0,74,1789633741884731392,3812358001774166
2,0,75,1789633741884742656,3812358001785164
2,0,76,1789633741884753920,3812358001796158
2,0,77,1789633741884765184,3812358001807183
2,0,78,1789633741884775424,3812358001818206
2,0,79,1789633741884786688,3812358001829241
2,0,80,1789633741884797952,3812358001840282
2,0,81,1789633741884809216,3812358001851299
2,0,82,1789633741884819456,3812358001862322
2,0,83,1789633741884830720,3812358001873346
