schema_version,trial,cta,start_gpu_ns,end_gpu_ns
2,0,0,1789636816590573760,1789636816659052032
2,0,1,1789636816590573696,1789636816634098304
2,0,2,1789636816590574080,1789636816634102176
2,0,3,1789636816590573696,1789636816634102176
2,0,4,1789636816590573728,1789636816634101056
2,0,5,1789636816590574048,1789636816634101280
2,0,6,1789636816590574048,1789636816634101344
2,0,7,1789636816590573728,1789636816634101568
2,0,8,1789636816590573728,1789636816634100224
2,0,9,1789636816590574080,1789636816634105344
2,0,10,1789636816590573760,1789636816634101088
2,0,11,1789636816590573760,1789636816634098624
2,0,12,1789636816590574048,1789636816634101824
2,0,13,1789636816590574048,1789636816634100864
2,0,14,1789636816590573792,1789636816634099648
2,0,15,1789636816590573760,1789636816634099168
2,0,16,1789636816590574176,1789636816634101952
2,0,17,1789636816590573760,1789636816634102656
2,0,18,1789636816590573792,1789636816634100992
2,0,19,1789636816590574144,1789636816634102016
2,0,20,1789636816590574144,1789636816634099840
2,0,21,1789636816590573760,1789636816634102144
2,0,22,1789636816590573728,1789636816634101504
2,0,23,1789636816590574112,1789636816634102816
2,0,24,1789636816590573696,1789636816634099008
2,0,25,1789636816590573760,1789636816634099648
2,0,26,1789636816590574080,1789636816634099872
2,0,27,1789636816590574080,1789636816634102080
2,0,28,1789636816590573760,1789636816634098656
2,0,29,1789636816590573728,1789636816634100256
2,0,30,1789636816590574144,1789636816634100672
2,0,31,1789636816590573760,1789636816634099488
2,0,32,1789636816590573728,1789636816634102176
2,0,33,1789636816590574048,1789636816634099360
2,0,34,1789636816590574016,1789636816634104320
2,0,35,1789636816590573792,1789636816634104096
2,0,36,1789636816590573760,1789636816634101760
2,0,37,1789636816590574112,1789636816634101632
2,0,38,1789636816590573760,1789636816634098944
2,0,39,1789636816590573792,1789636816634101760
2,0,40,1789636816590574080,1789636816634102336
2,0,41,1789636816590574080,1789636816634102112
2,0,42,1789636816590573728,1789636816634101440
2,0,43,1789636816590573696,1789636816634101088
2,0,44,1789636816590574048,1789636816634102464
2,0,45,1789636816590573696,1789636816634100800
2,0,46,1789636816590573696,1789636816634099072
2,0,47,1789636816590574048,1789636816634098112
2,0,48,1789636816590574048,1789636816634101408
2,0,49,1789636816590573760,1789636816634100992
2,0,50,1789636816590573760,1789636816634100928
2,0,51,1789636816590574080,1789636816634100000
2,0,52,1789636816590573760,1789636816634102688
2,0,53,1789636816590573792,1789636816634101504
2,0,54,1789636816590573728,1789636816634098528
2,0,55,1789636816590573696,1789636816634099456
2,0,56,1789636816590574048,1789636816634100608
2,0,57,1789636816590573696,1789636816634100192
2,0,58,1789636816590573696,1789636816634102912
2,0,59,1789636816590574048,1789636816634100576
2,0,60,1789636816590574016,1789636816634102432
2,0,61,1789636816590573760,1789636816634101632
2,0,62,1789636816590573728,1789636816634102368
2,0,63,1789636816590574080,1789636816634102720
2,0,64,1789636816590573696,1789636816634102112
2,0,65,1789636816590573728,1789636816634101120
2,0,66,1789636816590574048,1789636816634101280
2,0,67,1789636816590574048,1789636816634100224
2,0,68,1789636816590573728,1789636816634102880
2,0,69,1789636816590573792,1789636816634102656
2,0,70,1789636816590574048,1789636816634103040
2,0,71,1789636816590573824,1789636816634101472
2,0,72,1789636816590573856,1789636816634099648
2,0,73,1789636816590574112,1789636816634100864
2,0,74,1789636816590574144,1789636816634101440
2,0,75,1789636816590573728,1789636816634100704
2,0,76,1789636816590573728,1789636816634100224
2,0,77,1789636816590574048,1789636816634098304
2,0,78,1789636816590573696,1789636816634100480
2,0,79,1789636816590573728,1789636816634099840
2,0,80,1789636816590574048,1789636816634102336
2,0,81,1789636816590574048,1789636816634097280
2,0,82,1789636816590573792,1789636816634098368
2,0,83,1789636816590573792,1789636816634099936
2,0,84,1789636816590574112,1789636816634101088
2,0,85,1789636816590573728,1789636816634101760
2,0,86,1789636816590573760,1789636816634104736
2,0,87,1789636816590574048,1789636816634100384
2,0,88,1789636816590574016,1789636816634103392
2,0,89,1789636816590573824,1789636816634101600
2,0,90,1789636816590573792,1789636816634099808
2,0,91,1789636816590574144,1789636816634101216
2,0,92,1789636816590573792,1789636816634100864
2,0,93,1789636816590573824,1789636816634102656
2,0,94,1789636816590574112,1789636816634100640
2,0,95,1789636816590574112,1789636816634101696
2,0,96,1789636816590573728,1789636816634100192
2,0,97,1789636816590573728,1789636816634099328
2,0,98,1789636816590574048,1789636816634102272
2,0,99,1789636816590573696,1789636816634100704
2,0,100,1789636816590573728,1789636816634099360
2,0,101,1789636816590574112,1789636816634100640
2,0,102,1789636816590574112,1789636816634101600
2,0,103,1789636816590573760,1789636816634101152
2,0,104,1789636816590573760,1789636816634101600
2,0,105,1789636816590574176,1789636816634102464
2,0,106,1789636816590573728,1789636816634100416
