schema_version,trial,mode,run_kind,force,bypass,graph,bg_present,trial_state,T_cpu_trigger,T_int_submit_begin,T_int_submit_end,T_ipc_send,T_ipc_received,T_ipc_ack,T_rm_call_begin,T_rm_call_end,rm_syscall_result,rm_errno,rm_status,operation_seq,T_int_graph_entry_observed,T_int_main_entry_observed,T_int_graph_done_observed,T_bg_main_observed,T_int_graph_entry_gpu_ns,T_int_main_entry_gpu_ns,T_int_graph_done_gpu_ns,T_bg_main_gpu_ns,T_bg_done_gpu_ns,int_entry_node,int_main_node,launch_id,bg_done_before_interaction,bg_done_before_control_observed,control_target_running,application_valid,control_status,gpu_overlap,ordering_relative_to_rm,correctness_status,bg_correct,int_correct,diagnostic_progress_correct,observer_max_poll_gap_ns,heartbeat_overflow,T_bg_preempted_observed,T_bg_resumed_observed,failure,T_bg_done_observed,bg_done_at_owner_check,setup_status,measurement_contract,batch_id,pair_id,pair_order,condition,run_id,local_trial_id,planned_delay_us,actual_delay_ns,trigger_lateness_ns,T_owner_received,T_owner_prepare_begin,T_owner_prepare_end,T_owner_action_end,preparation_seq
2,0,group-bound-none,diagnostic,0,0,0,1,complete,3815432767089820,3815432767092193,3815432767129490,3815432767130330,3815432767130481,3815432767174474,,,,,,2,3815432768492465,3815432768497778,3815432768759051,3815432764088048,1789636816594982048,1789636816594982048,1789636816595249056,1789636816590573760,1789636816659059072,0,0,0,0,0,unknown,1,SKIPPED_BY_DESIGN,lifetime_overlap,not_applicable,PASS,1,1,,11737,0,,,"",3815432832570440,0,BG_MAIN_OBSERVED_RESIDENCY_UNKNOWN,group-preparation-v1,,,,,D0,0,3000,3001772,1772,3815432767130481,3815432767130691,3815432767173443,3815432767173467,2
